Version,File Name,LOC,LOC_added,LOC_deleted,LOC_modified,NAuth,NR,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_churn,...,...,...,...,Buggy
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/storage/directentrylogger/LogMetadata.java,144,11,0,0,5,4,4,2.75,1,1,0.25,144,144,144,144,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/impl/HashCacheLoader.java,22,0,0,0,1,0,0,0.0,0,0,0.0,22,22,22,22,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java,30,18,0,0,7,7,12,2.5714285714285716,16,7,2.2857142857142856,30,30,30,30,yes
3,bookkeeper-common/src/main/java/org/apache/bookkeeper/common/collections/BatchedBlockingQueue.java,17,0,0,0,1,0,0,0.0,0,0,0.0,17,17,17,17,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SASLBookieAuthProviderFactory.java,155,7,0,0,6,6,2,1.1666666666666667,7,2,1.1666666666666667,155,155,155,155,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/impl/op/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/server/src/main/java/org/apache/bookkeeper/stream/cluster/StreamCluster.java,222,159,0,0,3,9,54,17.666666666666668,49,26,5.444444444444445,222,222,222,222,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/impl/kv/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/storage/api/src/main/java/org/apache/bookkeeper/stream/storage/api/sc/StorageContainerService.java,17,0,0,0,1,0,0,0.0,0,0,0.0,17,17,17,17,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryKeyValue.java,67,7,0,0,5,4,4,1.75,7,3,1.75,67,67,67,67,yes
3,stream/distributedlog/common/src/main/java/org/apache/distributedlog/common/rate/MovingAverageRateFactory.java,33,1,0,0,2,1,1,1.0,0,0,0.0,33,33,33,33,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/logsegment/LogSegmentWriter.java,23,1,0,0,2,1,1,1.0,0,0,0.0,23,23,23,23,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/api/StateStore.java,27,0,0,0,2,1,0,0.0,1,1,1.0,27,27,27,27,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,27,8,0,0,4,4,4,2.0,4,3,1.0,27,27,27,27,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java,11,3,0,0,3,2,2,1.5,1,1,0.5,11,11,11,11,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/util/Allocator.java,23,1,0,0,2,1,1,1.0,0,0,0.0,23,23,23,23,yes
3,stream/server/src/main/java/org/apache/bookkeeper/stream/server/exceptions/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/api/namespace/Namespace.java,71,2,0,0,2,1,2,2.0,2,2,2.0,71,71,71,71,yes
3,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/table/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LayoutManager.java,28,0,0,0,1,0,0,0.0,0,0,0.0,28,28,28,28,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/exceptions/TooManyStreamsException.java,11,1,0,0,2,1,1,1.0,0,0,0.0,11,11,11,11,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/storage/ldb/LocationsIndexRebuildOp.java,104,66,0,0,9,10,48,6.6,40,17,4.0,104,104,104,104,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/MaxLogSegmentSequenceNo.java,44,1,0,0,2,1,1,1.0,0,0,0.0,44,44,44,44,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java,229,657,0,0,18,26,508,25.26923076923077,491,379,18.884615384615383,229,229,229,229,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/checksum/DummyDigestManager.java,26,8,0,0,4,5,2,1.6,8,7,1.6,26,26,26,26,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/storage/directentrylogger/DirectEntryLogger.java,399,5,0,0,4,4,2,1.25,3,2,0.75,399,399,399,399,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/router/IntHashRouter.java,18,0,0,0,1,0,0,0.0,0,0,0.0,18,18,18,18,yes
3,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/dlog/WriteCommand.java,29,0,0,0,1,0,0,0.0,0,0,0.0,29,29,29,29,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ExplicitLacFlushPolicy.java,118,46,0,0,8,12,10,3.8333333333333335,23,9,1.9166666666666667,118,118,118,118,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/impl/package-info.java,6,0,0,0,1,0,0,0.0,0,0,0.0,6,6,6,6,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/params/CrcParameters.java,97,0,0,0,1,0,0,0.0,0,0,0.0,97,97,97,97,yes
3,tools/framework/src/main/java/org/apache/bookkeeper/tools/framework/CommandUtils.java,187,6,0,0,2,1,6,6.0,41,41,41.0,187,187,187,187,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/bk/ImmutableQuorumConfigProvider.java,15,1,0,0,2,1,1,1.0,0,0,0.0,15,15,15,15,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/kv/TableStoreCache.java,68,2,0,0,2,1,2,2.0,0,0,0.0,68,68,68,68,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/api/ReadHandle.java,79,19,0,0,6,9,12,2.111111111111111,125,75,13.88888888888889,79,79,79,79,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/grpc/handler/ResponseHandler.java,26,0,0,0,1,0,0,0.0,0,0,0.0,26,26,26,26,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieConnectionPeer.java,9,1,0,0,2,1,1,1.0,0,0,0.0,9,9,9,9,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/exceptions/DLException.java,30,1,0,0,2,1,1,1.0,0,0,0.0,30,30,30,30,yes
3,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/table/PutCommand.java,35,1,0,0,3,2,1,0.5,3,2,1.5,35,35,35,35,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MetadataUpdateLoop.java,142,68,0,0,5,7,35,9.714285714285714,47,16,6.714285714285714,142,142,142,142,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/options/IncrementOption.java,10,0,0,0,1,0,0,0.0,0,0,0.0,10,10,10,10,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DaemonThreadFactory.java,22,2,0,0,4,3,1,0.6666666666666666,4,3,1.3333333333333333,22,22,22,22,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/exceptions/RegionUnavailableException.java,12,1,0,0,2,1,1,1.0,0,0,0.0,12,12,12,12,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/exceptions/InvalidEnvelopedEntryException.java,11,1,0,0,2,1,1,1.0,0,0,0.0,11,11,11,11,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/LogRecordSetBuffer.java,22,1,0,0,2,1,1,1.0,0,0,0.0,22,22,22,22,yes
3,stream/tests-common/src/main/java/org/apache/bookkeeper/tests/rpc/PingPongService.java,81,0,0,0,1,0,0,0.0,0,0,0.0,81,81,81,81,yes
3,bookkeeper-common-allocator/src/main/java/org/apache/bookkeeper/common/allocator/ByteBufAllocatorWithOomHandler.java,8,2,0,0,2,2,1,1.0,1,1,0.5,8,8,8,8,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/api/LedgerEntries.java,20,7,0,0,5,4,4,1.75,11,6,2.75,20,20,20,20,yes
3,stream/storage/api/src/main/java/org/apache/bookkeeper/stream/storage/api/sc/StorageContainerRoutingService.java,10,0,0,0,1,0,0,0.0,0,0,0.0,10,10,10,10,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/ServerStats.java,79,0,0,0,1,0,0,0.0,0,0,0.0,79,79,79,79,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,481,798,0,0,21,77,139,10.363636363636363,832,122,10.805194805194805,481,481,481,481,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadEntryProcessorV3.java,261,164,0,0,14,20,102,8.2,210,163,10.5,261,261,261,261,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IteratorUtility.java,111,0,0,0,1,0,0,0.0,0,0,0.0,111,111,111,111,yes
3,stream/server/src/main/java/org/apache/bookkeeper/stream/server/service/StorageService.java,37,9,0,0,3,2,8,4.5,2,2,1.0,37,37,37,37,yes
3,stream/server/src/main/java/org/apache/bookkeeper/stream/server/service/DLNamespaceProviderService.java,92,7,0,0,2,5,3,1.4,12,5,2.4,92,92,92,92,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/impl/LedgerEntryImpl.java,104,2,0,0,2,1,2,2.0,10,10,10.0,104,104,104,104,yes
3,stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/SimpleClientBase.java,47,7,0,0,2,1,7,7.0,14,14,14.0,47,47,47,47,yes
3,stream/distributedlog/io/dlfs/src/main/java/org/apache/distributedlog/fs/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/EnvelopedRecordSetWriter.java,112,9,0,0,4,3,4,3.0,0,0,0.0,112,112,112,112,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsembleUtils.java,62,13,0,0,4,3,11,4.333333333333333,3,2,1.0,62,62,62,62,yes
3,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/namespace/CreateNamespaceCommand.java,40,10,0,0,2,1,10,10.0,5,5,5.0,40,40,40,40,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/metadata/LogMetadataForReader.java,37,4,0,0,4,4,1,1.0,2,1,0.5,37,37,37,37,yes
3,tools/framework/src/main/java/org/apache/bookkeeper/tools/common/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/PTableBase.java,39,0,0,0,1,0,0,0.0,0,0,0.0,39,39,39,39,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/impl/ZKLogMetadataStore.java,87,5,0,0,5,5,2,1.0,1,1,0.2,87,87,87,87,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/service/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/LongVersion.java,45,1,0,0,2,2,1,0.5,3,3,1.5,45,45,45,45,yes
3,stream/distributedlog/common/src/main/java/org/apache/distributedlog/common/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/UncleanShutdownDetectionImpl.java,77,2,0,0,2,1,2,2.0,4,4,4.0,77,77,77,77,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/LogSegmentMetadata.java,938,3,0,0,5,4,1,0.75,3,2,0.75,938,938,938,938,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,59,8,0,0,4,4,3,2.0,5,3,1.25,59,59,59,59,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/discover/RegistrationManager.java,53,45,0,0,8,8,33,5.625,113,43,14.125,53,53,53,53,yes
3,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/AbstractStreamCommand.java,30,0,0,0,1,0,0,0.0,0,0,0.0,30,30,30,30,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/impl/result/DeleteResultImpl.java,39,0,0,0,1,0,0,0.0,0,0,0.0,39,39,39,39,yes
3,stream/storage/api/src/main/java/org/apache/bookkeeper/stream/storage/api/sc/StorageContainerServiceFactory.java,13,0,0,0,2,1,0,0.0,1,1,1.0,13,13,13,13,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerAuditorManager.java,194,1,0,0,2,2,1,0.5,1,1,0.5,194,194,194,194,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tls/TLSContextFactory.java,432,245,0,0,12,18,52,13.61111111111111,519,113,28.833333333333332,432,432,432,432,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/router/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,stream/server/src/main/java/org/apache/bookkeeper/stream/server/StorageServer.java,308,79,0,0,7,16,40,4.9375,199,46,12.4375,308,308,308,308,yes
3,stream/storage/api/src/main/java/org/apache/bookkeeper/stream/storage/api/service/RangeStoreServiceFactory.java,13,0,0,0,1,0,0,0.0,0,0,0.0,13,13,13,13,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/acl/AccessControlManager.java,24,1,0,0,2,1,1,1.0,0,0,0.0,24,24,24,24,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/service/AutoRecoveryStatusService.java,67,0,0,0,2,1,0,0.0,2,2,2.0,67,67,67,67,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/lock/DistributedLock.java,16,1,0,0,2,1,1,1.0,0,0,0.0,16,16,16,16,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PacketProcessorBaseV3.java,94,49,0,0,8,15,18,3.2666666666666666,81,34,5.4,94,94,94,94,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/service/WhoIsAuditorService.java,47,17,0,0,5,4,7,4.25,7,3,1.75,47,47,47,47,yes
3,stream/server/src/main/java/org/apache/bookkeeper/stream/cluster/StandaloneStarter.java,134,11,0,0,2,1,11,11.0,119,119,119.0,134,134,134,134,yes
3,stats/bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/prometheus/PrometheusTextFormat.java,166,2,0,0,2,2,1,1.0,1,1,0.5,166,166,166,166,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/routing/StorageContainerProxyChannelManagerImpl.java,31,0,0,0,1,0,0,0.0,0,0,0.0,31,31,31,31,yes
3,bookkeeper-common/src/main/java/org/apache/bookkeeper/common/conf/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/BKDistributedLogManager.java,791,38,0,0,8,8,20,4.75,37,18,4.625,791,791,791,791,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/PageCacheUtil.java,57,1,0,0,2,1,1,1.0,0,0,0.0,57,57,57,57,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/impl/IntStatefulLongHash.java,78,1,0,0,3,2,1,0.5,18,17,9.0,78,78,78,78,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/api/exceptions/StateStoreRuntimeException.java,17,0,0,0,1,0,0,0.0,0,0,0.0,17,17,17,17,yes
3,stream/distributedlog/common/src/main/java/org/apache/distributedlog/common/config/ConfigurationListener.java,10,0,0,0,1,0,0,0.0,0,0,0.0,10,10,10,10,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/impl/mvcc/op/proto/ProtoCompareImpl.java,93,0,0,0,1,0,0,0.0,0,0,0.0,93,93,93,93,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,1192,1555,0,0,34,109,221,14.26605504587156,1975,309,18.119266055045873,1192,1192,1192,1192,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerMetadataSerDe.java,393,177,0,0,9,13,138,13.615384615384615,200,160,15.384615384615385,393,393,393,393,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/grpc/GrpcRootRangeService.java,95,1,0,0,2,1,1,1.0,0,0,0.0,95,95,95,95,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/impl/AbstractHashProvider.java,96,1,0,0,2,1,1,1.0,1,1,1.0,96,96,96,96,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ShortReadException.java,14,0,0,0,1,0,0,0.0,0,0,0.0,14,14,14,14,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/StatefulIntHash.java,7,0,0,0,1,0,0,0.0,0,0,0.0,7,7,7,7,yes
3,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/StorageContainerException.java,18,0,0,0,1,0,0,0.0,0,0,0.0,18,18,18,18,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/metadata/LogSegmentMetadataStoreUpdater.java,120,1,0,0,3,2,1,0.5,1,1,0.5,120,120,120,120,yes
3,tests/integration-tests-utils/src/main/java/org/apache/bookkeeper/tests/integration/utils/DockerUtils.java,170,6,0,0,5,5,2,1.2,29,26,5.8,170,170,170,170,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackChangeNotifier.java,11,2,0,0,2,1,2,2.0,4,4,4.0,11,11,11,11,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LegacyHierarchicalLedgerManager.java,191,40,0,0,8,11,13,3.6363636363636362,18,5,1.6363636363636365,191,191,191,191,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,81,6,0,0,3,2,5,3.0,2,2,1.0,81,81,81,81,yes
3,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/StreamExistsException.java,11,0,0,0,1,0,0,0.0,0,0,0.0,11,11,11,11,yes
3,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/routing/RangeRouter.java,75,2,0,0,2,1,2,2.0,4,4,4.0,75,75,75,75,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/util/VarInt.java,77,0,0,0,1,0,0,0.0,0,0,0.0,77,77,77,77,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/cluster/ZkClusterMetadataStore.java,157,6,0,0,3,3,3,2.0,9,7,3.0,157,157,157,157,yes
3,bookkeeper-common/src/main/java/org/apache/bookkeeper/common/stats/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/checksum/DigestManager.java,260,141,0,0,10,15,33,9.4,174,65,11.6,260,260,260,260,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/api/mvcc/MVCCStore.java,13,0,0,0,1,0,0,0.0,0,0,0.0,13,13,13,13,yes
3,stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/admin/StorageAdminClientImpl.java,87,21,0,0,3,2,19,10.5,6,4,3.0,87,87,87,87,yes
3,bookkeeper-http/vertx-http-server/src/main/java/org/apache/bookkeeper/http/vertx/VertxHttpServer.java,110,15,0,0,7,10,5,1.5,50,22,5.0,110,110,110,110,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/cluster/ZkClusterInitializer.java,55,6,0,0,5,4,2,1.5,6,2,1.5,55,55,55,55,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/selector/LogRecordSelector.java,13,1,0,0,2,1,1,1.0,0,0,0.0,13,13,13,13,yes
3,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/table/BenchmarkTask.java,42,0,0,0,1,0,0,0.0,0,0,0.0,42,42,42,42,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/discover/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/LocationClientImpl.java,74,23,0,0,4,6,20,3.8333333333333335,23,16,3.8333333333333335,74,74,74,74,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/IncrementalIntHash.java,13,0,0,0,1,0,0,0.0,0,0,0.0,13,13,13,13,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/op/CompareOp.java,17,0,0,0,1,0,0,0.0,0,0,0.0,17,17,17,17,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/BKAsyncLogReader.java,611,75,0,0,6,8,35,9.375,17,6,2.125,611,611,611,611,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/bookies/MetaFormatCommand.java,37,0,0,0,1,0,0,0.0,0,0,0.0,37,37,37,37,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/exceptions/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/impl/rocksdb/checkpoint/CheckpointFile.java,196,7,0,0,2,1,7,7.0,37,37,37.0,196,196,196,196,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,1386,2860,0,0,34,152,520,18.81578947368421,2764,285,18.18421052631579,1386,1386,1386,1386,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/util/ListenableFutures.java,59,2,0,0,3,2,2,1.0,11,10,5.5,59,59,59,59,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLocation.java,35,2,0,0,5,4,2,0.5,25,12,6.25,35,35,35,35,yes
3,microbenchmarks/src/main/java/org/apache/bookkeeper/stats/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,701,197,0,0,29,68,44,2.8970588235294117,1351,135,19.86764705882353,701,701,701,701,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/LocalDLMEmulator.java,273,18,0,0,7,6,11,3.0,22,12,3.6666666666666665,273,273,273,273,yes
3,stream/distributedlog/common/src/main/java/org/apache/distributedlog/io/Abortable.java,11,0,0,0,1,0,0,0.0,0,0,0.0,11,11,11,11,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/api/LedgerMetadata.java,78,6,0,0,7,7,3,0.8571428571428571,69,31,9.857142857142858,78,78,78,78,yes
3,bookkeeper-common/src/main/java/org/apache/bookkeeper/common/component/RxSchedulerLifecycleComponent.java,32,0,0,0,1,0,0,0.0,0,0,0.0,32,32,32,32,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/cookie/UpdateCookieCommand.java,56,1,0,0,2,1,1,1.0,1,1,1.0,56,56,56,56,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringClientCallListener.java,38,0,0,0,1,0,0,0.0,0,0,0.0,38,38,38,38,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/BookKeeperClient.java,222,16,0,0,8,8,8,2.0,6,2,0.75,222,222,222,222,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tls/FileModifiedTimeUpdater.java,35,2,0,0,2,2,1,1.0,1,1,0.5,35,35,35,35,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/api/AsyncLogReader.java,22,0,0,0,1,0,0,0.0,0,0,0.0,22,22,22,22,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,75,257,0,0,14,19,139,13.526315789473685,243,116,12.789473684210526,75,75,75,75,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/service/ListDiskFilesService.java,74,21,0,0,6,5,11,4.2,6,2,1.2,74,74,74,74,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClientImpl.java,517,103,0,0,12,17,32,6.0588235294117645,94,31,5.529411764705882,517,517,517,517,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,26,15,0,0,4,5,5,3.0,10,7,2.0,26,26,26,26,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/JAASCredentialsContainer.java,16,1,0,0,3,2,1,0.5,3,3,1.5,16,16,16,16,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/bookie/InitCommand.java,26,0,0,0,2,1,0,0.0,1,1,1.0,26,26,26,26,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/Hashes.java,33,9,0,0,2,1,9,9.0,9,9,9.0,33,33,33,33,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,563,342,0,0,24,72,41,4.75,716,109,9.944444444444445,563,563,563,563,yes
3,stream/server/src/main/java/org/apache/bookkeeper/stream/server/exceptions/StorageServerRuntimeException.java,17,0,0,0,1,0,0,0.0,0,0,0.0,17,17,17,17,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCallbackUtils.java,165,52,0,0,7,7,31,7.428571428571429,63,30,9.0,165,165,165,165,yes
3,stats/bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/prometheus/ScopeContext.java,29,1,0,0,2,1,1,1.0,0,0,0.0,29,29,29,29,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/crc/JavaCrc32.java,63,1,0,0,2,1,1,1.0,1,1,1.0,63,63,63,63,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongLongHashMap.java,720,52,0,0,9,10,19,5.2,207,142,20.7,720,720,720,720,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/acl/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/exceptions/IdleReaderException.java,12,1,0,0,2,1,1,1.0,0,0,0.0,12,12,12,12,yes
3,bookkeeper-http/http-server/src/main/java/org/apache/bookkeeper/http/AbstractHttpHandlerFactory.java,23,1,0,0,2,1,1,1.0,0,0,0.0,23,23,23,23,yes
3,stats/bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/codahale/FastTimer.java,335,2,0,0,2,2,1,1.0,1,1,0.5,335,335,335,335,yes
3,stream/distributedlog/common/src/main/java/org/apache/distributedlog/io/IdentityCompressionCodec.java,31,1,0,0,2,1,1,1.0,0,0,0.0,31,31,31,31,yes
3,microbenchmarks/src/main/java/org/apache/bookkeeper/common/OrderedExecutorBenchmark.java,36,5,0,0,3,2,3,2.5,5,3,2.5,36,36,36,36,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/service/RangeStoreContainerServiceFactoryImpl.java,19,0,0,0,1,0,0,0.0,0,0,0.0,19,19,19,19,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/sc/Channel404.java,44,0,0,0,1,0,0,0.0,0,0,0.0,44,44,44,44,yes
